task_key,任务,目标编号,exec_time,start_time,distance,angle_deg,speed,acceleration,window_points,margin_mean,margin_worst,scenario_feasible_rate,feasible_scenarios,margin,normalized_margin,bottleneck_constraint
射击|S12|509.8,射击,S12,509.75,508.25,26.69392602356453,18.80430913263598,1.039124696795616,0.6151561957502197,16,0.028196073094680883,0.0,0.6,3,0.028196073094680883,0.028196073094680883,acceleration
射击|S12|510.0,射击,S12,509.95,508.45,27.379247731784616,21.115495667531842,1.016084185440306,0.7208894733534501,16,0.016533682322782454,0.0,0.2,1,0.016533682322782454,0.016533682322782454,distance_upper
射击|S12|510.2,射击,S12,510.25,508.75,27.05830904527695,21.452359048086866,1.2501884678019457,0.4051173749366589,16,0.007785179139905669,0.0,0.2,1,0.007785179139905669,0.007785179139905669,acceleration
射击|S12|510.4,射击,S12,510.35,508.85,27.093031481645962,22.351584672492876,1.292264907437817,0.3937240608703912,16,0.028482046161735303,0.0,0.4,2,0.028482046161735303,0.028482046161735303,distance_upper
射击|S12|510.6,射击,S12,510.55,509.05,27.415194817950127,22.008211361530304,1.1888829373136929,0.5588630741487159,16,0.016533682322782454,0.0,0.2,1,0.016533682322782454,0.016533682322782454,distance_upper
射击|S12|510.8,射击,S12,510.75,509.25,27.38277723653535,20.672774082210097,1.0583251244423222,0.2824809098068793,16,0.007785179139905669,0.0,0.2,1,0.007785179139905669,0.007785179139905669,acceleration
射击|S12|511.0,射击,S12,510.95,509.45,26.743171225074263,19.920023929813382,1.100935166379176,0.8814746846280328,16,0.029501826573302598,0.0,0.4,2,0.029501826573302598,0.029501826573302598,distance_upper
射击|S12|511.2,射击,S12,511.25,509.75,26.810428540423374,17.947508173927652,1.0856114598227784,0.228054495599615,16,0.039136748078102926,0.0,0.4,2,0.039136748078102926,0.039136748078102926,distance_upper
射击|S12|511.6,射击,S12,511.55,510.05,26.331795395932318,17.557858709171974,1.1810285915624266,0.6302044227761326,16,0.02977871787655883,0.0,0.4,2,0.02977871787655883,0.02977871787655883,distance_upper
射击|S12|511.8,射击,S12,511.75,510.25,25.49858708772956,15.937032600290886,1.1838081788652821,0.4868295491489338,16,0.04460096283398886,0.0,0.6,3,0.04460096283398886,0.04460096283398886,distance_upper
射击|S12|512.2,射击,S12,512.25,510.75,26.099654205405415,14.670814316304844,1.4229860451302616,0.8946039340883482,16,0.04125283912607381,0.0,0.4,2,0.04125283912607381,0.04125283912607381,distance_upper
射击|S12|512.8,射击,S12,512.75,511.25,25.84342768989701,12.359524000761212,1.245553456370296,0.3529599215577412,16,0.048939638155309974,0.0,0.4,2,0.048939638155309974,0.048939638155309974,distance_upper
射击|S12|513.2,射击,S12,513.25,511.75,27.14209187005366,10.67325677423042,1.4909854833845708,0.29804740535992047,16,0.02286326503957071,0.0,0.2,1,0.02286326503957071,0.02286326503957071,distance_upper
射击|S12|513.4,射击,S12,513.35,511.85,26.986705085648587,10.250755181170868,1.5938392925306224,0.24049286771356734,16,0.023423066478696967,0.0,0.2,1,0.023423066478696967,0.023423066478696967,distance_upper
射击|S12|513.8,射击,S12,513.75,512.25,25.39432868590467,9.952029343374374,1.7748537276117573,0.6594527540640642,16,0.022514627238824268,0.0,0.2,1,0.022514627238824268,0.022514627238824268,speed
射击|S12|514.0,射击,S12,513.95,512.45,25.62174041722461,9.144911454265792,1.73108366034489,0.8522056001407684,16,0.03779550422605486,0.0,0.6,3,0.03779550422605486,0.03779550422605486,speed
射击|S12|514.2,射击,S12,514.25,512.75,25.756679802146262,9.360612990485828,1.5819631871030262,0.16749928498546446,16,0.021151492244960914,0.0,0.2,1,0.021151492244960914,0.021151492244960914,speed
射击|S12|514.6,射击,S12,514.55,513.05,24.638068842005676,7.587786011948618,1.5297400054385,1.0407478678510116,16,0.04473871551371578,0.0,0.6,3,0.04473871551371578,0.04473871551371578,speed
射击|S12|514.8,射击,S12,514.75,513.25,24.198980407365145,6.523818529657047,1.2496240770738956,1.0462520870488037,16,0.021151492244960914,0.0,0.2,1,0.021151492244960914,0.021151492244960914,speed
射击|S12|515.2,射击,S12,515.25,513.75,25.906498848595177,5.2189579547638445,1.07134835784844,0.4585814265629719,16,0.06024999397567794,0.0,0.8,4,0.06024999397567794,0.06024999397567794,speed
射击|S12|515.8,射击,S12,515.75,514.25,24.984545567354314,4.169424647898213,1.0220117812230467,0.6403903878564325,16,0.07888659508958527,0.0,0.8,4,0.07888659508958527,0.07888659508958527,acceleration
射击|S12|516.2,射击,S12,516.25,514.75,24.896733271141343,3.7612479535362944,1.1328648892572624,1.009381933441546,16,0.032748009211238584,0.0,0.2,1,0.032748009211238584,0.032748009211238584,distance_upper
射击|S12|516.4,射击,S12,516.35,514.85,25.44778364562719,3.9762714927205316,1.021191965485173,0.7487984691823258,16,0.09569101064375243,0.0,0.6,3,0.09569101064375243,0.09569101064375243,distance_upper
